#TYPE System.Management.Automation.PSCustomObject
"Time","Type","Message"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso123179"
"31.12.2020 16:36","INFO","Class added, classname:PMG20A"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9823, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9823, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9823, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9823, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9823, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9823, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9823, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9823, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9823, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9823, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9823, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9823, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9823, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9823, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9823, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso231367"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9815, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9815, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9815, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9815, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9815, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9815, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9815, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9815, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9815, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9815, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9815, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9815, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9815, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9815, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9815, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9815, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9815, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso123180"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9821, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9821, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9821, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9821, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9821, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9821, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9821, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9821, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9821, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9821, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9821, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9821, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9821, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9821, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso240392"
"31.12.2020 16:36","INFO","Class added, classname:RPR20A"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9824, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9824, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso202014"
"31.12.2020 16:36","INFO","Class added, classname:REA20A"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso317018"
"31.12.2020 16:36","INFO","Class added, classname:BM1_TE20A"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9826, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9826, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9826, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9826, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9826, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9826, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso123195"
"31.12.2020 16:36","INFO","Class added, classname:INF18S"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9827, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso317014"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9813, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9813, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9813, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9813, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9813, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9813, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9813, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9813, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9813, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9813, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9813, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9813, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9813, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9813, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9813, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9813, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9813, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9813, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9813, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9813, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9813, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9813, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9813, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso202015"
"31.12.2020 16:36","INFO","Class added, classname:REF20A"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9828, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9828, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9828, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9828, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso128830"
"31.12.2020 16:36","INFO","Class added, classname:BM2_TE20A"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9829, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9829, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9829, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9829, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9829, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9829, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9829, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9829, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso122559"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9814, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9814, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9814, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9814, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9814, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9814, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9814, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9814, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9814, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso227773"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso264597"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9817, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9817, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9817, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9817, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9817, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso123241"
"31.12.2020 16:36","INFO","Class added, classname:MPR20A"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9830, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9830, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9830, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9830, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9830, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9830, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9830, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9830, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9830, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9830, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso202016"
"31.12.2020 16:36","INFO","Class added, classname:PRM20A"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9831, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9831, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9831, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9831, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9831, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9831, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9831, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9831, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9831, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso223147"
"31.12.2020 16:36","INFO","Class added, classname:AUF20B"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9832, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9832, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9832, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso133934"
"31.12.2020 16:36","INFO","Class added, classname:IJO20B"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9833, teacherid:SELECT LAST_INSERT_ID()"
